	0-000014080
我讲不出来了呀你怎么讲不出来‘	001247546-001250148	[["我", ["[wo3] I / me / my"]], ["讲", ["[jiang3] to speak / to explain / to negotiate / to emphasise / to be particular about / as far as sth is concerned / speech / lecture"]], ["不", ["[bu4] (negative prefix) / not / no"]], ["出来", ["[chu1 lai2] to come out / to emerge"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]], ["呀", ["[ya5] (particle equivalent to 啊 after a vowel, expressing surprise or doubt)"]], ["你", ["[ni3] you (informal, as opposed to courteous 您[nin2])"]], ["怎么", ["[zen3 me5] how? / what? / why?", "[zen3 me5] variant of 怎麼|怎么[zen3 me5]"]], ["讲", ["[jiang3] to speak / to explain / to negotiate / to emphasise / to be particular about / as far as sth is concerned / speech / lecture"]], ["不", ["[bu4] (negative prefix) / not / no"]], ["出来", ["[chu1 lai2] to come out / to emerge"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["出", ["[chu1] to go out / to come out / to occur / to produce / to go beyond / to rise / to put forth / to happen / classifier for dramas, plays, operas etc"]], ["来", ["[lai2] to come / to arrive / to come round / ever since / next"]], ["怎", ["[zen3] how"]], ["么", ["[Yao1] surname Yao", "[yao1] youngest / most junior / tiny / one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military) / one or ace on dice or dominoes / variant of 吆, to shout", "[ma2] exclamatory final particle", "[ma5] interrogative final particle", "[me5] suffix, used to form interrogative 甚麼|什么, what?, indefinite 這麼|这么 thus etc"]]]
两个荷包蛋把我撑着哈．我不管	001250148-001253218	[["两", ["[liang3] two / both / some / a few / tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)"]], ["个", ["[ge4] individual / this / that / size / classifier for people or objects in general", "[ge4] variant of 個|个[ge4]"]], ["荷包蛋", ["[he2 bao1 dan4] poached egg"]], ["把", ["[ba3] to hold / to contain / to grasp / to take hold of / handle / particle marking the following noun as a direct object / classifier for objects with handle / classifier for small objects: handful", "[ba4] handle"]], ["我", ["[wo3] I / me / my"]], ["撑", ["[cheng1] to support / to prop up / to push or move with a pole / to maintain / to open or unfurl / to fill to bursting point / brace / stay / support"]], ["着", ["[zhao1] (chess) move / trick / all right! / (dialect) to add", "[zhao2] to touch / to come in contact with / to feel / to be affected by / to catch fire / to fall asleep / to burn", "[zhe5] aspect particle indicating action in progress", "[zhuo2] to wear (clothes) / to contact / to use / to apply"]], ["哈", ["[Ha1] abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan / abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin", "[ha1] laughter / yawn", "[ha3] a Pekinese / a pug"]], ["我", ["[wo3] I / me / my"]], ["不管", ["[bu4 guan3] no matter (what, how) / regardless of / no matter"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["荷", ["[He2] Holland / the Netherlands / abbr. for 荷蘭|荷兰[He2 lan2]", "[he2] lotus", "[he4] to carry on one's shoulder or back / burden / responsibility"]], ["包", ["[Bao1] surname Bao", "[bao1] to cover / to wrap / to hold / to include / to take charge of / to contract (to or for) / package / wrapper / container / bag / to hold or embrace / bundle / packet / CL:個|个[ge4],隻|只[zhi1]"]], ["蛋", ["[dan4] egg / oval shaped / CL:個|个[ge4],打[da2]"]]]
章少爷，您走好	001253218-001255287	[["章", ["[Zhang1] surname Zhang", "[zhang1] chapter / section / clause / movement (of symphony) / seal / badge / regulation / order"]], ["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["您", ["[nin2] you (courteous, as opposed to informal 你[ni3])"]], ["走", ["[zou3] to walk / to go / to run / to move (of vehicle) / to visit / to leave / to go away / to die (euph.) / from / through / away (in compound verbs, such as 撤走) / to change (shape, form, meaning)"]], ["好", ["[hao3] good / well / proper / good to / easy to / very / so / (suffix indicating completion or readiness) / to be in love (e.g. 学姐，你跟他好了，就不怕代沟么？)", "[hao4] to be fond of / to have a tendency to / to be prone to"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]]]
这两间屋子，您大概还记得吧	001255287-001257589	[["这", ["[zhe4] this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)"]], ["两", ["[liang3] two / both / some / a few / tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)"]], ["间", ["[jian1] between / among / within a definite time or space / room / section of a room or lateral space between two pairs of pillars / classifier for rooms", "[jian4] gap / to separate / to thin out (seedlings) / to sow discontent"]], ["屋子", ["[wu1 zi5] house / room / CL:間|间[jian1]"]], ["您", ["[nin2] you (courteous, as opposed to informal 你[ni3])"]], ["大概", ["[da4 gai4] roughly / probably / rough / approximate / about / general idea"]], ["还", ["[Huan2] surname Huan", "[hai2] still / still in progress / still more / yet / even more / in addition / fairly / passably (good) / as early as / even / also / else", "[huan2] to pay back / to return"]], ["记得", ["[ji4 de5] to remember"]], ["吧", ["[ba1] bar (serving drinks, or providing internet access etc) / to puff (on a pipe etc) / onomat. bang", "[ba5] (modal particle indicating suggestion or surmise) / ...right? / ...OK? / ...I presume."]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["屋", ["[wu1] house / room / CL:間|间[jian1],個|个[ge4]"]], ["子", ["[zi3] son / child / seed / egg / small thing / 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat / Viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]", "[zi5] (noun suffix)"]], ["大", ["[da4] big / huge / large / major / great / wide / deep / oldest / eldest", "[dai4] see 大夫[dai4 fu5]"]], ["概", ["[gai4] general / approximate"]], ["记", ["[ji4] to record / to note / to remember / mark / sign / classifier for blows, kicks, shots"]], ["得", ["[de2] to obtain / to get / to gain / to catch (a disease) / proper / suitable / proud / contented / to allow / to permit / ready / finished", "[de5] structural particle: used after a verb (or adjective as main verb), linking it to following phrase indicating effect, degree, possibility etc", "[dei3] to have to / must / ought to / to need to"]]]
我们老爷在的时候	001257589-001258890	[["我们", ["[wo3 men5] we / us / ourselves / our"]], ["老爷", ["[lao3 ye5] (respectful) lord / master / (informal) maternal grandfather"]], ["在", ["[zai4] (located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["时候", ["[shi2 hou5] time / length of time / moment / period"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["我", ["[wo3] I / me / my"]], ["们", ["[men5] plural marker for pronouns, and nouns referring to individuals"]], ["老", ["[lao3] prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity / old (of people) / venerable (person) / experienced / of long standing / always / all the time / of the past / very / outdated / (of meat etc) tough"]], ["爷", ["[ye2] grandpa / old gentleman"]], ["时", ["[Shi2] surname Shi", "[shi2] o'clock / time / when / hour / season / period"]], ["候", ["[hou4] to wait / to inquire after / to watch / season / climate / (old) period of five days"]]]
就让我们少爷在这儿念书的	001258890-001260792	[["就", ["[jiu4] at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning"]], ["让", ["[rang4] to yield / to permit / to let sb do sth / to have sb do sth"]], ["我们", ["[wo3 men5] we / us / ourselves / our"]], ["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["在", ["[zai4] (located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)"]], ["这儿", ["[zhe4 r5] here"]], ["念书", ["[nian4 shu1] to read / to study"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["我", ["[wo3] I / me / my"]], ["们", ["[men5] plural marker for pronouns, and nouns referring to individuals"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]], ["这", ["[zhe4] this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)"]], ["儿", ["[er2] son", "[r5] non-syllabic diminutive suffix / retroflex final"]], ["念", ["[nian4] to read / to study (a degree course) / to read aloud / to miss (sb) / idea / remembrance / twenty (banker's anti-fraud numeral corresponding to 廿, 20)"]], ["书", ["[Shu1] abbr. for 書經|书经[shu1 jing1]", "[shu1] book / letter / document / CL:本[ben3],冊|册[ce4],部[bu4] / to write"]]]
就让我们少爷在这儿念书的	001260792-001264363	[["就", ["[jiu4] at once / right away / only / just (emphasis) / as early as / already / as soon as / then / in that case / as many as / even if / to approach / to move towards / to undertake / to engage in / to suffer / subjected to / to accomplish / to take advantage of / to go with (of foods) / with regard to / concerning"]], ["让", ["[rang4] to yield / to permit / to let sb do sth / to have sb do sth"]], ["我们", ["[wo3 men5] we / us / ourselves / our"]], ["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["在", ["[zai4] (located) at / (to be) in / to exist / in the middle of doing sth / (indicating an action in progress)"]], ["这儿", ["[zhe4 r5] here"]], ["念书", ["[nian4 shu1] to read / to study"]], ["的", ["[de5] of / ~'s (possessive particle) / (used after an attribute) / (used to form a nominal expression) / (used at the end of a declarative sentence for emphasis)", "[di2] really and truly", "[di4] aim / clear"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["我", ["[wo3] I / me / my"]], ["们", ["[men5] plural marker for pronouns, and nouns referring to individuals"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]], ["这", ["[zhe4] this / these / (commonly pr. [zhei4] before a classifier, esp. in Beijing)"]], ["儿", ["[er2] son", "[r5] non-syllabic diminutive suffix / retroflex final"]], ["念", ["[nian4] to read / to study (a degree course) / to read aloud / to miss (sb) / idea / remembrance / twenty (banker's anti-fraud numeral corresponding to 廿, 20)"]], ["书", ["[Shu1] abbr. for 書經|书经[shu1 jing1]", "[shu1] book / letter / document / CL:本[ben3],冊|册[ce4],部[bu4] / to write"]]]
章少爷啊	001264363-001267132	[["章", ["[Zhang1] surname Zhang", "[zhang1] chapter / section / clause / movement (of symphony) / seal / badge / regulation / order"]], ["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["啊", ["[a1] interjection of surprise / Ah! / Oh!", "[a2] interjection expressing doubt or requiring answer / Eh? / what? / to show realization / to stress", "[a3] interjection of surprise or doubt / Eh? / My! / what's up?", "[a4] interjection or grunt of agreement / uhm / Ah, OK / expression of recognition / Oh, it's you!", "[a5] modal particle ending sentence, showing affirmation, approval, or consent"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]]]
章少爷啊	001267132-001281880	[["章", ["[Zhang1] surname Zhang", "[zhang1] chapter / section / clause / movement (of symphony) / seal / badge / regulation / order"]], ["少爷", ["[shao4 ye5] son of the boss / young master of the house / your son (honorary)"]], ["啊", ["[a1] interjection of surprise / Ah! / Oh!", "[a2] interjection expressing doubt or requiring answer / Eh? / what? / to show realization / to stress", "[a3] interjection of surprise or doubt / Eh? / My! / what's up?", "[a4] interjection or grunt of agreement / uhm / Ah, OK / expression of recognition / Oh, it's you!", "[a5] modal particle ending sentence, showing affirmation, approval, or consent"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["少", ["[shao3] few / little / lack", "[shao4] young"]], ["爷", ["[ye2] grandpa / old gentleman"]]]
不用沏了，老黄，我不喝茶	001281880-001284683	[["不用", ["[bu4 yong4] need not"]], ["沏", ["[qi1] to steep (tea)"]], ["了", ["[le5] (modal particle intensifying preceding clause) / (completed action marker)", "[liao3] to finish / to achieve / to understand", "[liao3] (of eyes) bright / clear-sighted / to understand clearly"]], ["老", ["[lao3] prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity / old (of people) / venerable (person) / experienced / of long standing / always / all the time / of the past / very / outdated / (of meat etc) tough"]], ["黄", ["[Huang2] surname Huang or Hwang", "[huang2] yellow / pornographic / to fall through"]], ["我", ["[wo3] I / me / my"]], ["不", ["[bu4] (negative prefix) / not / no"]], ["喝", ["[he1] to drink / My goodness!", "[he4] to shout loudly"]], ["茶", ["[cha2] tea / tea plant / CL:杯[bei1],壺|壶[hu2]"]], ["----------", ["Definitions for words above consisting of more than one character:"]], ["用", ["[yong4] to use / to employ / to have to / to eat or drink / expense or outlay / usefulness / hence / therefore"]]]
